2014-05-01;101.20 ;241.72 ;10013;6374;16387;4.11 ;2.43 ;3.46 ;102.30
2014-06-01;91.20 ;247.64 ;10127;6414;16541;3.94 ;2.30 ;3.30 ;95.40
2014-07-01;93.50 ;239.72 ;10222;6379;16601;4.02 ;2.06 ;3.27 ;103.50
2014-08-01;98.00 ;230.52 ;10337;6395;16732;4.02 ;2.45 ;3.42 ;102.50
2014-09-01;95.90 ;233.18 ;10417;6466;16882;3.87 ;1.96 ;3.14 ;98.70
2014-10-01;100.30 ;232.82 ;10588;6596;17184;3.90 ;1.82 ;3.10 ;98.20
2014-11-01;106.10 ;241.72 ;10738;6739;17478;3.75 ;2.10 ;3.12 ;97.90
2014-12-01;128.00 ;245.70 ;10962;6969;17932;3.63 ;2.21 ;3.08 ;95.90
2015-01-01;107.50 ;264.84 ;11094;6849;17943;3.74 ;2.99 ;3.45 ;94.80
2015-02-01;96.60 ;264.67 ;11089;6621;17710;3.71 ;3.22 ;3.53 ;98.70
2015-03-01;101.60 ;273.21 ;11186;6014;17200;3.69 ;3.75 ;3.71 ;98.60
2015-04-01;103.90 ;281.61 ;11312;6078;17390;3.71 ;4.09 ;3.84 ;96.70
2015-05-01;101.60 ;277.16 ;11440;6114;17555;3.85 ;4.18 ;3.97 ;95.10
2015-06-01;97.60 ;275.42 ;11564;6205;17770;3.79 ;3.93 ;3.84 ;97.20
2015-07-01;90.90 ;285.44 ;11662;6266;17928;3.92 ;3.36 ;3.73 ;94.80
2015-08-01;91.80 ;283.02 ;11754;6335;18090;4.02 ;4.50 ;4.19 ;94.20
2015-09-01;87.40 ;280.26 ;11821;6310;18131;4.07 ;4.59 ;4.25 ;94.30
2015-10-01;94.40 ;282.87 ;11882;6325;18206;4.21 ;4.83 ;4.43 ;90.80
2015-11-01;92.50 ;291.80 ;11983;6300;18283;4.41 ;5.07 ;4.64 ;89.50
2015-12-01;114.50 ;296.82 ;12105;6406;18511;4.32 ;4.84 ;4.50 ;90.30
2016-01-01;94.00 ;350.73 ;12130;6224;18354;4.38 ;4.91 ;4.56 ;93.00
2016-02-01;84.20 ;362.09 ;12109;6100;18209;4.55 ;4.50 ;4.53 ;89.40
2016-03-01;90.30 ;349.32 ;12150;6044;18195;4.56 ;4.33 ;4.48 ;89.50
2016-04-01;86.60 ;348.24 ;12163;6027;18190;4.85 ;5.03 ;4.91 ;87.60
2016-05-01;85.80 ;334.83 ;12329;6017;18346;4.86 ;5.82 ;5.17 ;87.70
2016-06-01;83.40 ;376.73 ;12384;6045;18429;4.52 ;4.22 ;4.42 ;85.70
2016-07-01;82.70 ;379.29 ;12402;5958;18360;4.34 ;4.41 ;4.36 ;84.80
2016-08-01;84.30 ;370.70 ;12471;5897;18368;4.30 ;4.42 ;4.34 ;84.10
2016-09-01;82.00 ;371.30 ;12479;5857;18335;4.41 ;4.47 ;4.43 ;89.30
2016-10-01;87.70 ;378.17 ;12420;5743;18164;4.44 ;4.80 ;4.56 ;85.00
2016-11-01;90.20 ;368.52 ;12509;5734;18243;4.23 ;5.63 ;4.67 ;84.10
2016-12-01;112.90 ;349.68 ;12636;5247;17883;4.00 ;4.65 ;4.19 ;82.40
2017-01-01;85.70 ;357.52 ;12705;5066;17771;4.03 ;4.56 ;4.18 ;77.80
2017-02-01;75.60 ;344.72 ;12709;5094;17802;4.07 ;4.55 ;4.21 ;79.00
2017-03-01;82.80 ;351.81 ;12755;5061;17817;4.09 ;4.50 ;4.21 ;79.30
2017-04-01;80.10 ;363.87 ;12766;5099;17865;4.12 ;4.06 ;4.10 ;77.90
2017-05-01;81.70 ;371.00 ;12873;5091;17964;4.20 ;5.08 ;4.45 ;78.50
2017-06-01;78.90 ;365.55 ;12913;5137;18050;3.72 ;4.38 ;3.91 ;78.50
2017-07-01;80.50 ;364.27 ;12970;5105;18075;3.91 ;5.73 ;4.43 ;77.90
2017-08-01;81.20 ;353.85 ;13061;4928;17989;3.83 ;5.67 ;4.34 ;77.40
2017-09-01;82.60 ;344.16 ;13090;4845;17935;3.81 ;5.24 ;4.20 ;76.20
2017-10-01;82.20 ;340.47 ;13151;4735;17886;3.73 ;4.91 ;4.04 ;77.50
2017-11-01;90.50 ;341.09 ;13281;4796;18077;3.64 ;4.66 ;3.91 ;77.60
2017-12-01;102.10 ;340.02 ;13388;4725;18112;3.39 ;4.16 ;3.59 ;76.40
2018-01-01;86.50 ;349.97 ;13468;4659;18127;3.75 ;3.45 ;3.67 ;75.40
2018-02-01;74.70 ;341.59 ;13374;4682;18056;3.71 ;3.55 ;3.67 ;75.20
2018-03-01;84.80 ;339.77 ;13414;4697;18111;3.82 ;3.89 ;3.84 ;74.00
2018-04-01;77.60 ;342.39 ;13456;4657;18113;3.69 ;7.63 ;4.70 ;74.40
2018-05-01;82.50 ;349.29 ;13553;4544;18097;3.69 ;7.94 ;4.76 ;72.60
2018-06-01;80.80 ;349.55 ;13597;4499;18096;3.59 ;7.71 ;4.62 ;74.70
2018-07-01;79.60 ;344.89 ;13684;4326;18010;3.71 ;8.26 ;4.80 ;74.30
2018-08-01;84.10 ;344.92 ;13801;4341;18142;3.53 ;8.48 ;4.72 ;74.90
2018-09-01;81.10 ;342.34 ;13830;4348;18178;3.46 ;8.06 ;4.56 ;75.90
2018-10-01;83.20 ;342.50 ;13898;4320;18218;3.32 ;7.70 ;4.36 ;73.80
2018-11-01;92.80 ;349.76 ;14072;4346;18419;3.28 ;7.49 ;4.27 ;72.30
2018-12-01;102.70 ;358.75 ;14268;4457;18725;3.15 ;7.37 ;4.16 ;74.50
2019-01-01;84.20 ;356.56 ;14332;4074;18406;3.21 ;3.55 ;3.29 ;76.30
2019-02-01;75.60 ;379.61 ;14348;4058;18406;3.20 ;3.21 ;3.20 ;75.40
2019-03-01;80.90 ;385.62 ;14424;4077;18501;3.36 ;3.90 ;3.48 ;75.30
2019-04-01;79.90 ;404.68 ;14573;3982;18555;3.34 ;4.01 ;3.48 ;76.70
2019-05-01;81.50 ;408.16 ;14730;3994;18724;3.35 ;3.33 ;3.35 ;76.40
2019-06-01;75.80 ;383.09 ;14814;4134;18948;3.27 ;2.09 ;3.01 ;73.10
2019-07-01;79.50 ;359.95 ;14926;4091;19017;3.51 ;2.30 ;3.25 ;76.60
2019-08-01;81.80 ;337.96 ;15048;4296;19344;3.47 ;2.10 ;3.17 ;76.10
2019-09-01;77.20 ;328.70 ;15177;4169;19347;3.42 ;2.18 ;3.16 ;75.60
2019-10-01;82.50 ;325.01 ;15346;4115;19461;3.51 ;2.39 ;3.27 ;75.90
2019-11-01;91.50 ;325.40 ;15527;4191;19718;3.52 ;2.64 ;3.33 ;75.60
2019-12-01;100.80 ;351.97 ;15848;4265;20112;3.46 ;2.41 ;3.24 ;74.40
2020-01-01;82.70 ;368.69 ;15872;4206;20077;3.70 ;2.42 ;3.43 ;74.50
2020-02-01;75.70 ;371.22 ;15841;4207;20048;3.70 ;2.39 ;3.42 ;73.80
2020-03-01;71.40 ;390.20 ;15836;4308;20144;4.16 ;2.77 ;3.86 ;69.30
2020-04-01;59.20 ;401.37 ;15680;4200;19879;4.27 ;2.98 ;4.00 ;58.80
2020-05-01;69.80 ;400.15 ;15648;4241;19888;4.15 ;3.61 ;4.03 ;58.00
